entrez_id,name,locus_group,locus_type,location,gene_family,gene_family_id,id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
8359.0,"histone cluster 1, H4a",protein-coding gene,gene with protein product,6p22.2,Histones,864,4781,6,p,22,2,,,
8360.0,"histone cluster 1, H4d",protein-coding gene,gene with protein product,6p22.2,Histones,864,4782,6,p,22,2,,,
8367.0,"histone cluster 1, H4e",protein-coding gene,gene with protein product,6p22.2,Histones,864,4790,6,p,22,2,,,
8369.0,"histone cluster 1, H4g",protein-coding gene,gene with protein product,6p22.2,Histones,864,4792,6,p,22,2,,,
8368.0,"histone cluster 1, H4l",protein-coding gene,gene with protein product,6p22.1,Histones,864,4791,6,p,22,1,,,
8349.0,"histone cluster 2, H2be",protein-coding gene,gene with protein product,1q21.2,Histones,864,4760,1,q,21,2,,,
8370.0,"histone cluster 2, H4a",protein-coding gene,gene with protein product,1q21.2,Histones,864,4794,1,q,21,2,,,
8290.0,"histone cluster 3, H3",protein-coding gene,gene with protein product,1q42.13,Histones,864,4778,1,q,42,13,,,
3097.0,human immunodeficiency virus type I enhancer binding protein 2,protein-coding gene,gene with protein product,6q23-q24,Zinc fingers C2H2-type,28,4921,6,q,23,,q,,
3098.0,hexokinase 1,protein-coding gene,gene with protein product,10q22,,,4922,10,q,22,,,,
3099.0,hexokinase 2,protein-coding gene,gene with protein product,2p13,,,4923,2,p,13,,,,
642546.0,hexokinase 2 pseudogene 1,pseudogene,pseudogene,Xq21.1,,,4924,21,,21,1,,,
3101.0,hexokinase 3,protein-coding gene,gene with protein product,5q35.2,,,4925,5,q,35,2,,,
80201.0,hexokinase domain containing 1,protein-coding gene,gene with protein product,10q22.1,,,23302,10,q,22,1,,,
284459.0,"HKR1, GLI-Kruppel zinc finger family member",protein-coding gene,gene with protein product,19q13.13,Zinc fingers C2H2-type,28,4928,19,q,13,13,,,
3113.0,"major histocompatibility complex, class II, DP alpha 1",protein-coding gene,gene with protein product,6p21.3,Histocompatibility complex|C1-set domain containing,588|591,4938,6,p,21,3,,,
646702.0,"major histocompatibility complex, class II, DP alpha 2 (pseudogene)",pseudogene,pseudogene,6p21.3,Histocompatibility complex,588,4939,6,p,21,3,,,
3115.0,"major histocompatibility complex, class II, DP beta 1",protein-coding gene,gene with protein product,6p21.3,Histocompatibility complex|C1-set domain containing,588|591,4940,6,p,21,3,,,
3117.0,"major histocompatibility complex, class II, DQ alpha 1",protein-coding gene,gene with protein product,6p21.3,Histocompatibility complex|C1-set domain containing,588|591,4942,6,p,21,3,,,
3127.0,"major histocompatibility complex, class II, DR beta 5",protein-coding gene,gene with protein product,6p21.3,Histocompatibility complex|C1-set domain containing,588|591,4953,6,p,21,3,,,
3138.0,"major histocompatibility complex, class I, K (pseudogene)",pseudogene,pseudogene,6p22.1,Histocompatibility complex,588,4969,6,p,22,1,,,
3141.0,holocarboxylase synthetase,protein-coding gene,gene with protein product,21q22.1,,,4976,21,q,22,1,,,
3142.0,H2.0 like homeobox,protein-coding gene,gene with protein product,1q41,NKL subclass homeoboxes and pseudogenes,519,4978,1,q,41,,,,
79618.0,homeobox containing 1,protein-coding gene,gene with protein product,8p12,HNF class homeoboxes,524,26137,8,p,12,,,,
3145.0,hydroxymethylbilane synthase,protein-coding gene,gene with protein product,11q23.3,,,4982,11,q,23,3,,,
10362.0,high mobility group 20B,protein-coding gene,gene with protein product,19p13.3,Non-canonical high mobility group,512,5002,19,p,13,3,,,
3159.0,high mobility group AT-hook 1,protein-coding gene,gene with protein product,6p21,Canonical high mobility group,511,5010,6,p,21,,,,
3146.0,high mobility group box 1,protein-coding gene,gene with protein product,13q12,Canonical high mobility group,511,4983,13,q,12,,,,
3158.0,3-hydroxy-3-methylglutaryl-CoA synthase 2,protein-coding gene,gene with protein product,1p13-p12,,,5008,1,p,13,,p,,
54048.0,high mobility group nucleosome binding domain 1 pseudogene 2,pseudogene,pseudogene,21q22.11,,,4985,21,q,22,11,,,
3151.0,high mobility group nucleosomal binding domain 2,protein-coding gene,gene with protein product,1p36.1,Canonical high mobility group,511,4986,1,p,36,1,,,
23605.0,high mobility group nucleosomal binding domain 2 pseudogene 9,pseudogene,pseudogene,22q13.31,,,4987,22,q,13,31,,,
23606.0,high mobility group nucleosomal binding domain 2 pseudogene10,pseudogene,pseudogene,22q13.2-q13.31,,,4988,22,q,13,2,q,13,31
3152.0,high mobility group nucleosomal binding domain 2 pseudogene 11,pseudogene,pseudogene,7q21.11,,,4990,7,q,21,11,,,
79366.0,high mobility group nucleosome binding domain 5,protein-coding gene,gene with protein product,Xq13.3,Canonical high mobility group,511,8013,13,,13,3,,,
284293.0,histocompatibility minor serpin domain containing,protein-coding gene,gene with protein product,18q21.33,Minor histocompatibility antigens,870,23037,18,q,21,33,,,
3166.0,H6 family homeobox 1,protein-coding gene,gene with protein product,4p16.1,NKL subclass homeoboxes and pseudogenes,519,5017,4,p,16,1,,,
340784.0,H6 family homeobox 3,protein-coding gene,gene with protein product,10q26.13,NKL subclass homeoboxes and pseudogenes,519,5019,10,q,26,13,,,
3172.0,hepatocyte nuclear factor 4 alpha,protein-coding gene,gene with protein product,20q13.12,Nuclear hormone receptors,71,5024,20,q,13,12,,,
3176.0,histamine N-methyltransferase,protein-coding gene,gene with protein product,2q22.1,,,5028,2,q,22,1,,,
729423.0,heterogeneous nuclear ribonucleoprotein A1 pseudogene 6,pseudogene,pseudogene,1p32.2,,,5032,1,p,32,2,,,
3182.0,heterogeneous nuclear ribonucleoprotein A/B,protein-coding gene,gene with protein product,5q35.3,RNA binding motif containing,725,5034,5,q,35,3,,,
3184.0,heterogeneous nuclear ribonucleoprotein D,protein-coding gene,gene with protein product,4q21,RNA binding motif containing,725,5036,4,q,21,,,,
9987.0,heterogeneous nuclear ribonucleoprotein D like,protein-coding gene,gene with protein product,4q21.22,RNA binding motif containing,725,5037,4,q,21,22,,,
3191.0,heterogeneous nuclear ribonucleoprotein L,protein-coding gene,gene with protein product,19q13.2,RNA binding motif containing,725,5045,19,q,13,2,,,
10236.0,heterogeneous nuclear ribonucleoprotein R,protein-coding gene,gene with protein product,1p36.12,RNA binding motif containing,725,5047,1,p,36,12,,,
84376.0,hook microtubule-tethering protein 3,protein-coding gene,gene with protein product,8p11.21,,,23576,8,p,11,21,,,
3198.0,homeobox A1,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,5099,7,p,15,2,,,
3200.0,homeobox A3,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,5104,7,p,15,2,,,
3201.0,homeobox A4,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,5105,7,p,15,2,,,
3202.0,homeobox A5,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,5106,7,p,15,2,,,
3204.0,homeobox A7,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,5108,7,p,15,2,,,
3206.0,homeobox A10,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,5100,7,p,15,2,,,
3207.0,homeobox A11,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,5101,7,p,15,2,,,
3211.0,homeobox B1,protein-coding gene,gene with protein product,17q21.32,HOXL subclass homeoboxes,518,5111,17,q,21,32,,,
3219.0,homeobox B9,protein-coding gene,gene with protein product,17q21.32,HOXL subclass homeoboxes,518,5120,17,q,21,32,,,
3221.0,homeobox C4,protein-coding gene,gene with protein product,12q13.13,HOXL subclass homeoboxes,518,5126,12,q,13,13,,,
3225.0,homeobox C9,protein-coding gene,gene with protein product,12q13.13,HOXL subclass homeoboxes,518,5130,12,q,13,13,,,
3226.0,homeobox C10,protein-coding gene,gene with protein product,12q13.13,HOXL subclass homeoboxes,518,5122,12,q,13,13,,,
3229.0,homeobox C13,protein-coding gene,gene with protein product,12q13.13,HOXL subclass homeoboxes,518,5125,12,q,13,13,,,
3232.0,homeobox D3,protein-coding gene,gene with protein product,2q31.1,HOXL subclass homeoboxes,518,5137,2,q,31,1,,,
3233.0,homeobox D4,protein-coding gene,gene with protein product,2q31.1,HOXL subclass homeoboxes,518,5138,2,q,31,1,,,
3234.0,homeobox D8,protein-coding gene,gene with protein product,2q31.1,HOXL subclass homeoboxes,518,5139,2,q,31,1,,,
3235.0,homeobox D9,protein-coding gene,gene with protein product,2q31.1,HOXL subclass homeoboxes,518,5140,2,q,31,1,,,
3236.0,homeobox D10,protein-coding gene,gene with protein product,2q31.1,HOXL subclass homeoboxes,518,5133,2,q,31,1,,,
3240.0,haptoglobin,protein-coding gene,gene with protein product,16q22.2,Sushi domain containing,1179,5141,16,q,22,2,,,
3208.0,hippocalcin,protein-coding gene,gene with protein product,1p35-p34.2,EF-hand domain containing,863,5144,1,p,35,2,p,34,2
3241.0,hippocalcin like 1,protein-coding gene,gene with protein product,2p25.1,EF-hand domain containing,863,5145,2,p,25,1,,,
3248.0,hydroxyprostaglandin dehydrogenase 15-(NAD),protein-coding gene,gene with protein product,4q34-q35,Short chain dehydrogenase/reductase superfamily,743,5154,4,q,34,,q,,
3249.0,hepsin,protein-coding gene,gene with protein product,19q13.12,"Proteases, serine",738,5155,19,q,13,12,,,
3250.0,haptoglobin-related protein,protein-coding gene,gene with protein product,16q22.2,Sushi domain containing,1179,5156,16,q,22,2,,,
3251.0,hypoxanthine phosphoribosyltransferase 1,protein-coding gene,gene with protein product,Xq26.2,,,5157,26,,26,2,,,
3254.0,hypoxanthine phosphoribosyltransferase 1 pseudogene 2,pseudogene,pseudogene,5p13.3,,,5160,5,p,13,3,,,
10855.0,heparanase,protein-coding gene,gene with protein product,4q21.3,,,5164,4,q,21,3,,,
55806.0,hair growth associated,protein-coding gene,gene with protein product,8p12,,,5172,8,p,12,,,,
3265.0,Harvey rat sarcoma viral oncogene homolog,protein-coding gene,gene with protein product,11p15.5,RAS type GTPase family,389,5173,11,p,15,5,,,
3270.0,histidine rich calcium binding protein,protein-coding gene,gene with protein product,19q13.3,,,5178,19,q,13,3,,,
11255.0,histamine receptor H3,protein-coding gene,gene with protein product,20q13.33,Histamine receptors,187,5184,20,q,13,33,,,
9653.0,heparan sulfate 2-O-sulfotransferase 1,protein-coding gene,gene with protein product,1p22.3,"Sulfotransferases, membrane-bound",763,5193,1,p,22,3,,,
9957.0,heparan sulfate-glucosamine 3-sulfotransferase 1,protein-coding gene,gene with protein product,4p16,"Sulfotransferases, membrane-bound",763,5194,4,p,16,,,,
9956.0,heparan sulfate-glucosamine 3-sulfotransferase 2,protein-coding gene,gene with protein product,16p12,"Sulfotransferases, membrane-bound",763,5195,16,p,12,,,,
9955.0,heparan sulfate-glucosamine 3-sulfotransferase 3A1,protein-coding gene,gene with protein product,17p12,"Sulfotransferases, membrane-bound",763,5196,17,p,12,,,,
3284.0,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",protein-coding gene,gene with protein product,1p12,Short chain dehydrogenase/reductase superfamily,743,5218,1,p,12,,,,
391081.0,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 5",pseudogene,pseudogene,1p12,,,5223,1,p,12,,,,
3291.0,hydroxysteroid (11-beta) dehydrogenase 2,protein-coding gene,gene with protein product,16q22,Short chain dehydrogenase/reductase superfamily,743,5209,16,q,22,,,,
643646.0,hydroxysteroid (17-beta) dehydrogenase 1 pseudogene 1,pseudogene,pseudogene,17q11-q21,,,5216,17,q,11,,q,,
3295.0,hydroxysteroid (17-beta) dehydrogenase 4,protein-coding gene,gene with protein product,5q2,Short chain dehydrogenase/reductase superfamily,743,5213,5,q,2,,,,
8630.0,hydroxysteroid (17-beta) dehydrogenase 6,protein-coding gene,gene with protein product,12q13.3,Short chain dehydrogenase/reductase superfamily,743,23316,12,q,13,3,,,
7923.0,hydroxysteroid (17-beta) dehydrogenase 8,protein-coding gene,gene with protein product,6p21.3,Short chain dehydrogenase/reductase superfamily,743,3554,6,p,21,3,,,
3028.0,hydroxysteroid (17-beta) dehydrogenase 10,protein-coding gene,gene with protein product,Xp11.2,X-linked mental retardation|Short chain dehydrogenase/reductase superfamily,103|743,4800,11,,11,2,,,
3297.0,heat shock transcription factor 1,protein-coding gene,gene with protein product,8q24.3,,,5224,8,q,24,3,,,
11077.0,heat shock transcription factor 2 binding protein,protein-coding gene,gene with protein product,21q22.3,,,5226,21,q,22,3,,,
27437.0,"heat shock transcription factor, Y-linked 1 pseudogene 1",pseudogene,pseudogene,22q11.2,,,1846,22,q,11,2,,,
3310.0,heat shock protein family A (Hsp70) member 6,protein-coding gene,gene with protein product,1q23.3,Heat shock 70kDa proteins,583,5239,1,q,23,3,,,
3312.0,heat shock protein family A (Hsp70) member 8,protein-coding gene,gene with protein product,11q24.1,Heat shock 70kDa proteins,583,5241,11,q,24,1,,,
3314.0,heat shock protein family A (Hsp70) member 8 pseudogene 1,pseudogene,pseudogene,Xq24,,,5245,24,,24,,,,
3313.0,heat shock protein family A (Hsp70) member 9,protein-coding gene,gene with protein product,5q31.1,Heat shock 70kDa proteins,583,5244,5,q,31,1,,,
653553.0,heat shock protein family B (small) member 1 pseudogene 1,pseudogene,pseudogene,9q21.13,,,5251,9,q,21,13,,,
126393.0,heat shock protein family B (small) member 6,protein-coding gene,gene with protein product,19q13.13,Small heat shock proteins|Protein phosphatase 1 regulatory subunits,585|694,26511,19,q,13,13,,,
345041.0,heat shock protein family D (Hsp60) member 1 pseudogene 5,pseudogene,pseudogene,4q31.21,,,5266,4,q,31,21,,,
645548.0,heat shock protein family D (Hsp60) member 1 pseudogene 6,pseudogene,pseudogene,3p22.3,,,5267,3,p,22,3,,,
54047.0,heat shock protein family D (Hsp60) member 1 pseudogene 7,pseudogene,pseudogene,21q21.3,,,5268,21,q,21,3,,,
3339.0,heparan sulfate proteoglycan 2,protein-coding gene,gene with protein product,1p36.1-p35,Proteoglycans|I-set domain containing|Immunoglobulin-like domain containing,570|593|594,5273,1,p,36,1,p,,
3346.0,histatin 1,protein-coding gene,gene with protein product,4q13,Histatins and statherin,971,5283,4,q,13,,,,
3347.0,histatin 3,protein-coding gene,gene with protein product,4q13,Histatins and statherin,971,5284,4,q,13,,,,
3350.0,5-hydroxytryptamine receptor 1A,protein-coding gene,gene with protein product,5q12.3,"5-hydroxytryptamine receptors, G protein-coupled",170,5286,5,q,12,3,,,
3351.0,5-hydroxytryptamine receptor 1B,protein-coding gene,gene with protein product,6q13,"5-hydroxytryptamine receptors, G protein-coupled",170,5287,6,q,13,,,,
100421479.0,5-hydroxytryptamine receptor 1D pseudogene 1,pseudogene,pseudogene,12p13,,,5290,12,p,13,,,,
3354.0,5-hydroxytryptamine receptor 1E,protein-coding gene,gene with protein product,6q14-q15,"5-hydroxytryptamine receptors, G protein-coupled",170,5291,6,q,14,,q,,
3355.0,5-hydroxytryptamine receptor 1F,protein-coding gene,gene with protein product,3p12,"5-hydroxytryptamine receptors, G protein-coupled",170,5292,3,p,12,,,,
3356.0,5-hydroxytryptamine receptor 2A,protein-coding gene,gene with protein product,13q14-q21,"5-hydroxytryptamine receptors, G protein-coupled",170,5293,13,q,14,,q,,
3357.0,5-hydroxytryptamine receptor 2B,protein-coding gene,gene with protein product,2q36.3-q37.1,"5-hydroxytryptamine receptors, G protein-coupled",170,5294,2,q,36,3,q,37,1
3358.0,5-hydroxytryptamine receptor 2C,protein-coding gene,gene with protein product,Xq23,"5-hydroxytryptamine receptors, G protein-coupled",170,5295,23,,23,,,,
3361.0,5-hydroxytryptamine receptor 5A,protein-coding gene,gene with protein product,7q36.1,"5-hydroxytryptamine receptors, G protein-coupled",170,5300,7,q,36,1,,,
3064.0,huntingtin,protein-coding gene,gene with protein product,4p16.3,Endogenous ligands,542,4851,4,p,16,3,,,
3364.0,HUS1 checkpoint clamp component,protein-coding gene,gene with protein product,7p12.3,,,5309,7,p,12,3,,,
3373.0,hyaluronoglucosaminidase 1,protein-coding gene,gene with protein product,3p21.31,,,5320,3,p,21,31,,,
8692.0,hyaluronoglucosaminidase 2,protein-coding gene,gene with protein product,3p21.3,,,5321,3,p,21,3,,,
3375.0,islet amyloid polypeptide,protein-coding gene,gene with protein product,12p12.1,Endogenous ligands,542,5329,12,p,12,1,,,
3381.0,integrin binding sialoprotein,protein-coding gene,gene with protein product,4q21.1,,,5341,4,q,21,1,,,
3385.0,intercellular adhesion molecule 3,protein-coding gene,gene with protein product,19p13.2,CD molecules|Immunoglobulin-like domain containing,471|594,5346,19,p,13,2,,,
3386.0,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),protein-coding gene,gene with protein product,19p13.2,Blood group antigens|CD molecules|Immunoglobulin-like domain containing,454|471|594,5347,19,p,13,2,,,
23463.0,isoprenylcysteine carboxyl methyltransferase,protein-coding gene,gene with protein product,1p36,,,5350,1,p,36,,,,
3396.0,immature colon carcinoma transcript 1,protein-coding gene,gene with protein product,17q25,,,5359,17,q,25,,,,
