,Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
3616,375298,HGNC:21699,ceramide kinase like,protein-coding gene,gene with protein product,2q31.3,,,2,q,31,3,,,
3617,388939,HGNC:34383,chromosome 2 open reading frame 71,protein-coding gene,gene with protein product,2p23.2,,,2,p,23,2,,,
3618,4117,HGNC:6816,male germ cell associated kinase,protein-coding gene,gene with protein product,6p24.2,,,6,p,24,2,,,
3619,4647,HGNC:7606,myosin VIIA,protein-coding gene,gene with protein product,11q13.5,"A-kinase anchoring proteins|Myosins, class VII",396|1102,11,q,13,5,,,
3620,4751,HGNC:7745,NIMA related kinase 2,protein-coding gene,gene with protein product,1q32.3,Protein phosphatase 1 regulatory subunits,694,1,q,32,3,,,
3621,4901,HGNC:8002,neural retina leucine zipper,protein-coding gene,gene with protein product,14q11.1-q11.2,,,14,q,11,1,q,11,2
3622,50939,HGNC:18362,interphotoreceptor matrix proteoglycan 2,protein-coding gene,gene with protein product,3q12.2-q12.3,,,3,q,12,2,q,12,3
3623,5145,HGNC:8785,phosphodiesterase 6A,protein-coding gene,gene with protein product,5q31.2-q34,Phosphodiesterases,681,5,q,31,2,q,,
3624,5148,HGNC:8789,phosphodiesterase 6G,protein-coding gene,gene with protein product,17q21.1,Phosphodiesterases,681,17,q,21,1,,,
3625,5158,HGNC:8786,phosphodiesterase 6B,protein-coding gene,gene with protein product,4p16.3,Phosphodiesterases,681,4,p,16,3,,,
3626,55812,HGNC:20423,spermatogenesis associated 7,protein-coding gene,gene with protein product,14q31.3,,,14,q,31,3,,,
3627,55857,HGNC:15865,kizuna centrosomal protein,protein-coding gene,gene with protein product,20p11.23,,,20,p,11,23,,,
3628,55975,HGNC:15646,kelch like family member 7,protein-coding gene,gene with protein product,7p15.3,Kelch-like|BTB domain containing,617|861,7,p,15,3,,,
3629,57709,HGNC:29326,solute carrier family 7 member 14,protein-coding gene,gene with protein product,3q26.2,Protein phosphatase 1 regulatory subunits|Solute carriers,694|752,3,q,26,2,,,
3630,583,HGNC:967,Bardet-Biedl syndrome 2,protein-coding gene,gene with protein product,16q21,Bardet-Biedl syndrome associated|BBSome,980|1122,16,q,21,,,,
3631,5949,HGNC:9921,retinol binding protein 3,protein-coding gene,gene with protein product,10q11.2,,,10,q,11,2,,,
3632,5961,HGNC:9942,"peripherin 2 (retinal degeneration, slow)",protein-coding gene,gene with protein product,6p21.1,Tetraspanins,768,6,p,21,1,,,
3633,5995,HGNC:9990,retinal G protein coupled receptor,protein-coding gene,gene with protein product,10q23,Opsin receptors,215,10,q,23,,,,
3634,6010,HGNC:10012,rhodopsin,protein-coding gene,gene with protein product,3q22.1,Opsin receptors,215,3,q,22,1,,,
3635,6017,HGNC:10024,retinaldehyde binding protein 1,protein-coding gene,gene with protein product,15q26.1,,,15,q,26,1,,,
3636,6094,HGNC:10254,retinal outer segment membrane protein 1,protein-coding gene,gene with protein product,11q13,Tetraspanins,768,11,q,13,,,,
3637,6100,HGNC:10288,retinitis pigmentosa 9 (autosomal dominant),protein-coding gene,gene with protein product,7p14.3,,,7,p,14,3,,,
3638,6101,HGNC:10263,retinitis pigmentosa 1 (autosomal dominant),protein-coding gene,gene with protein product,8q12.1,,,8,q,12,1,,,
3639,6102,HGNC:10274,retinitis pigmentosa 2 (X-linked recessive),protein-coding gene,gene with protein product,Xp11.3,,,11,,11,3,,,
3640,6103,HGNC:10295,retinitis pigmentosa GTPase regulator,protein-coding gene,gene with protein product,Xp11.4,,,11,,11,4,,,
3641,6295,HGNC:10521,S-antigen; retina and pineal gland (arrestin),protein-coding gene,gene with protein product,2q37.1,,,2,q,37,1,,,
3642,64218,HGNC:10729,semaphorin 4A,protein-coding gene,gene with protein product,1q22,Semaphorins,736,1,q,22,,,,
3643,7274,HGNC:12404,tocopherol (alpha) transfer protein,protein-coding gene,gene with protein product,8q12.3,,,8,q,12,3,,,
3644,7275,HGNC:12406,tubby bipartite transcription factor,protein-coding gene,gene with protein product,11p15.5,,,11,p,15,5,,,
3645,7287,HGNC:12423,tubby like protein 1,protein-coding gene,gene with protein product,6p21.3,,,6,p,21,3,,,
3646,7399,HGNC:12601,"Usher syndrome 2A (autosomal recessive, mild)",protein-coding gene,gene with protein product,1q41,Fibronectin type III domain containing,555,1,q,41,,,,
3647,7401,HGNC:12605,clarin 1,protein-coding gene,gene with protein product,3q25.1,,,3,q,25,1,,,
3648,7439,HGNC:12703,bestrophin 1,protein-coding gene,gene with protein product,11q12,Bestrophins,866,11,q,12,,,,
3649,762,HGNC:1375,carbonic anhydrase 4,protein-coding gene,gene with protein product,17q23.1,Carbonic anhydrases,460,17,q,23,1,,,
3650,768206,HGNC:32528,progressive rod-cone degeneration,protein-coding gene,gene with protein product,17q25.1,,,17,q,25,1,,,
3651,79797,HGNC:20041,zinc finger protein 408,protein-coding gene,gene with protein product,11p11.2,Zinc fingers C2H2-type|PR domain family,28|1197,11,p,11,2,,,
3652,79947,HGNC:20603,dehydrodolichyl diphosphate synthase subunit,protein-coding gene,gene with protein product,1p35.3,,,1,p,35,3,,,
3653,80025,HGNC:15894,pantothenate kinase 2,protein-coding gene,gene with protein product,20p13,,,20,p,13,,,,
3654,84100,HGNC:13210,ADP ribosylation factor like GTPase 6,protein-coding gene,gene with protein product,3q11.2,ARF GTPase family|Bardet-Biedl syndrome associated,357|980,3,q,11,2,,,
3655,84140,HGNC:25808,family with sequence similarity 161 member A,protein-coding gene,gene with protein product,2p15,,,2,p,15,,,,
3656,8481,HGNC:2567,oral-facial-digital syndrome 1,protein-coding gene,gene with protein product,Xp22,,,22,,22,,,,
3657,9094,HGNC:12565,unc-119 lipid binding chaperone,protein-coding gene,gene with protein product,17q11.2,,,17,q,11,2,,,
3658,9129,HGNC:17348,pre-mRNA processing factor 3,protein-coding gene,gene with protein product,1q21.1,,,1,q,21,1,,,
3659,92211,HGNC:14550,cadherin related family member 1,protein-coding gene,gene with protein product,10q23.1,Cadherin-related,24,10,q,23,1,,,
3660,94137,HGNC:15946,retinitis pigmentosa 1-like 1,protein-coding gene,gene with protein product,8p23.1,,,8,p,23,1,,,
3661,9742,HGNC:29077,intraflagellar transport 140,protein-coding gene,gene with protein product,16p13.3,WD repeat domain containing|Intraflagellar transport proteins,362|615,16,p,13,3,,,
3662,113278,HGNC:16187,solute carrier family 52 member 3,protein-coding gene,gene with protein product,20p13,Solute carriers,752,20,p,13,,,,
3663,116,HGNC:241,adenylate cyclase activating polypeptide 1,protein-coding gene,gene with protein product,18p11,Endogenous ligands,542,18,p,11,,,,
3664,120114,HGNC:23112,FAT atypical cadherin 3,protein-coding gene,gene with protein product,11q14.3,Cadherin-related,24,11,q,14,3,,,
3665,1381,HGNC:2338,cellular retinoic acid binding protein 1,protein-coding gene,gene with protein product,15q24,Fatty acid binding protein family,550,15,q,24,,,,
3666,1476,HGNC:2482,cystatin B,protein-coding gene,gene with protein product,21q22.3,"Cystatins, type 1",966,21,q,22,3,,,
3667,2196,HGNC:3596,FAT atypical cadherin 2,protein-coding gene,gene with protein product,5q33.1,Cadherin-related,24,5,q,33,1,,,
3668,2280,HGNC:3711,FK506 binding protein 1A,protein-coding gene,gene with protein product,20p13,FKBP prolyl isomerases,910,20,p,13,,,,
3669,25800,HGNC:18607,solute carrier family 39 member 6,protein-coding gene,gene with protein product,18q12.2,Solute carriers,752,18,q,12,2,,,
3670,2665,HGNC:4227,GDP dissociation inhibitor 2,protein-coding gene,gene with protein product,10p15,,,10,p,15,,,,
3671,3146,HGNC:4983,high mobility group box 1,protein-coding gene,gene with protein product,13q12,Canonical high mobility group,511,13,q,12,,,,
3672,340061,HGNC:27962,transmembrane protein 173,protein-coding gene,gene with protein product,5q31.2,,,5,q,31,2,,,
3673,378938,HGNC:29665,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),non-coding RNA,"RNA, long non-coding",11q13.1,Long non-coding RNAs,788,11,q,13,1,,,
3674,3860,HGNC:6415,keratin 13,protein-coding gene,gene with protein product,17q21.2,"Keratins, type I",608,17,q,21,2,,,
3675,3880,HGNC:6436,keratin 19,protein-coding gene,gene with protein product,17q21.2,"Keratins, type I",608,17,q,21,2,,,
3676,406999,HGNC:31594,microRNA 217,non-coding RNA,"RNA, micro",2p16.1,MicroRNAs,476,2,p,16,1,,,
3677,4085,HGNC:6763,MAD2 mitotic arrest deficient-like 1 (yeast),protein-coding gene,gene with protein product,4q27,,,4,q,27,,,,
3678,482,HGNC:805,ATPase Na+/K+ transporting subunit beta 2,protein-coding gene,gene with protein product,17p13.1,ATPase Na+/K+ transporting subunits,1208,17,p,13,1,,,
3679,494335,HGNC:31880,microRNA 423,non-coding RNA,"RNA, micro",17q11.2,MicroRNAs,476,17,q,11,2,,,
3680,5052,HGNC:9352,peroxiredoxin 1,protein-coding gene,gene with protein product,1p34.1,Peroxiredoxins,953,1,p,34,1,,,
3681,5216,HGNC:8881,profilin 1,protein-coding gene,gene with protein product,17p13.2,,,17,p,13,2,,,
3682,645,HGNC:1063,biliverdin reductase B,protein-coding gene,gene with protein product,19q13.1-q13.2,Short chain dehydrogenase/reductase superfamily,743,19,q,13,1,q,13,2
3683,6657,HGNC:11195,SRY-box 2,protein-coding gene,gene with protein product,3q26.33,SRY (sex determining region Y)-boxes,757,3,q,26,33,,,
3684,7169,HGNC:12011,tropomyosin 2 (beta),protein-coding gene,gene with protein product,9p13,Tropomyosins,777,9,p,13,,,,
3685,8342,HGNC:4750,"histone cluster 1, H2bm",protein-coding gene,gene with protein product,6p22.1,Histones,864,6,p,22,1,,,
3686,84817,HGNC:28218,thioredoxin domain containing 17,protein-coding gene,gene with protein product,17p13.2,,,17,p,13,2,,,
3687,84962,HGNC:20250,ajuba LIM protein,protein-coding gene,gene with protein product,14q11.2,LIM domain containing,1218,14,q,11,2,,,
3688,1409,HGNC:2388,crystallin alpha A,protein-coding gene,gene with protein product,21q22.3,Small heat shock proteins,585,21,q,22,3,,,
3689,1415,HGNC:2398,crystallin beta B2,protein-coding gene,gene with protein product,22q11.23,,,22,q,11,23,,,
3690,2091,HGNC:3599,fibrillarin,protein-coding gene,gene with protein product,19q13.1,,,19,q,13,1,,,
3691,2157,HGNC:3546,coagulation factor VIII,protein-coding gene,gene with protein product,Xq28,,,28,,28,,,,
3692,3263,HGNC:5171,hemopexin,protein-coding gene,gene with protein product,11p15.5-p15.4,,,11,p,15,5,p,15,4
3693,5196,HGNC:8861,platelet factor 4,protein-coding gene,gene with protein product,4q12-q21,,,4,q,12,,q,,
3694,54414,HGNC:18187,sialic acid acetylesterase,protein-coding gene,gene with protein product,11q24,,,11,q,24,,,,
3695,57379,HGNC:13203,activation-induced cytidine deaminase,protein-coding gene,gene with protein product,12p13,Apolipoprotein B mRNA editing enzyme catalytic subunits,406,12,p,13,,,,
3696,5913,HGNC:9863,receptor associated protein of the synapse,protein-coding gene,gene with protein product,11p11.2,Ring finger proteins,58,11,p,11,2,,,
3697,7293,HGNC:11918,tumor necrosis factor receptor superfamily member 4,protein-coding gene,gene with protein product,1p36,CD molecules|Tumor necrosis factor receptor superfamily,471|782,1,p,36,,,,
3698,4645,HGNC:7603,myosin VB,protein-coding gene,gene with protein product,18q,"Myosins, class V",1100,18,q,,,,,
3699,5697,HGNC:9748,peptide YY,protein-coding gene,gene with protein product,17q21.1,Endogenous ligands,542,17,q,21,1,,,
3700,6550,HGNC:11073,solute carrier family 9 member A3,protein-coding gene,gene with protein product,5p15.3,Solute carriers,752,5,p,15,3,,,
3701,1000,HGNC:1759,cadherin 2,protein-coding gene,gene with protein product,18q12.1,CD molecules|Type I classical cadherins,471|1185,18,q,12,1,,,
3702,10462,HGNC:16916,C-type lectin domain family 10 member A,protein-coding gene,gene with protein product,17p13.2,CD molecules|C-type lectin domain family,471|494,17,p,13,2,,,
3703,10611,HGNC:17468,PDZ and LIM domain 5,protein-coding gene,gene with protein product,4q22,LIM domain containing|PDZ domain containing,1218|1220,4,q,22,,,,
3704,1075,HGNC:2528,cathepsin C,protein-coding gene,gene with protein product,11q14.2,Cathepsins,470,11,q,14,2,,,
3705,10959,HGNC:16996,transmembrane p24 trafficking protein 2,protein-coding gene,gene with protein product,12q24.31,Transmembrane p24 trafficking proteins,1064,12,q,24,31,,,
3706,10965,HGNC:18431,acyl-CoA thioesterase 2,protein-coding gene,gene with protein product,14q24.3,Acyl-CoA thioesterases,41,14,q,24,3,,,
3707,1326,HGNC:6860,mitogen-activated protein kinase kinase kinase 8,protein-coding gene,gene with protein product,10p11.2,Mitogen-activated protein kinase kinase kinases,654,10,p,11,2,,,
3708,1329,HGNC:2269,cytochrome c oxidase subunit 5B,protein-coding gene,gene with protein product,2q11.2,Mitochondrial complex IV: cytochrome c oxidase subunits,643,2,q,11,2,,,
3709,1398,HGNC:2362,v-crk avian sarcoma virus CT10 oncogene homolog,protein-coding gene,gene with protein product,17p13,SH2 domain containing,741,17,p,13,,,,
3710,1432,HGNC:6876,mitogen-activated protein kinase 14,protein-coding gene,gene with protein product,6p21.3-p21.2,Mitogen-activated protein kinases,651,6,p,21,3,p,21,2
3711,166,HGNC:307,amino-terminal enhancer of split,protein-coding gene,gene with protein product,19p13.3,,,19,p,13,3,,,
3712,1737,HGNC:2896,dihydrolipoamide S-acetyltransferase,protein-coding gene,gene with protein product,11q23.1,,,11,q,23,1,,,
3713,201475,HGNC:31332,"RAB12, member RAS oncogene family",protein-coding gene,gene with protein product,18p11.22,"RAB, member RAS oncogene GTPases",388,18,p,11,22,,,
3714,2029,HGNC:3360,endosulfine alpha,protein-coding gene,gene with protein product,1q21.3,,,1,q,21,3,,,
3715,203,HGNC:361,adenylate kinase 1,protein-coding gene,gene with protein product,9q34.1,Adenylate kinases,356,9,q,34,1,,,
3716,2150,HGNC:3538,F2R like trypsin receptor 1,protein-coding gene,gene with protein product,5q13,F2R receptors,219,5,q,13,,,,
3717,22919,HGNC:6890,microtubule associated protein RP/EB family member 1,protein-coding gene,gene with protein product,20q11.1-q11.3,,,20,q,11,1,q,11,3
3718,2634,HGNC:4183,guanylate binding protein 2,protein-coding gene,gene with protein product,1p22.2,,,1,p,22,2,,,
3719,2710,HGNC:4289,glycerol kinase,protein-coding gene,gene with protein product,Xp21.3,Glycerol kinases,568,21,,21,3,,,
3720,2768,HGNC:4380,G protein subunit alpha 12,protein-coding gene,gene with protein product,7p22.3,,,7,p,22,3,,,
3721,28984,HGNC:20369,regulator of cell cycle,protein-coding gene,gene with protein product,13q14.11,,,13,q,14,11,,,
3722,2946,HGNC:4634,glutathione S-transferase mu 2 (muscle),protein-coding gene,gene with protein product,1p13.3,Glutathione S-transferases,567,1,p,13,3,,,
3723,3030,HGNC:4801,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",protein-coding gene,gene with protein product,2p23,,,2,p,23,,,,
3724,3097,HGNC:4921,human immunodeficiency virus type I enhancer binding protein 2,protein-coding gene,gene with protein product,6q23-q24,Zinc fingers C2H2-type,28,6,q,23,,q,,
3725,3098,HGNC:4922,hexokinase 1,protein-coding gene,gene with protein product,10q22,,,10,q,22,,,,
3726,3099,HGNC:4923,hexokinase 2,protein-coding gene,gene with protein product,2p13,,,2,p,13,,,,
3727,3158,HGNC:5008,3-hydroxy-3-methylglutaryl-CoA synthase 2,protein-coding gene,gene with protein product,1p13-p12,,,1,p,13,,p,,
3728,3164,HGNC:7980,nuclear receptor subfamily 4 group A member 1,protein-coding gene,gene with protein product,12q13,Nuclear hormone receptors,71,12,q,13,,,,
3729,3306,HGNC:5235,heat shock protein family A (Hsp70) member 2,protein-coding gene,gene with protein product,14q23,Heat shock 70kDa proteins,583,14,q,23,,,,
3730,334,HGNC:598,amyloid beta precursor like protein 2,protein-coding gene,gene with protein product,11q24,,,11,q,24,,,,
3731,389,HGNC:669,ras homolog family member C,protein-coding gene,gene with protein product,1p13.1,Rho family GTPases,390,1,p,13,1,,,
3732,406,HGNC:701,aryl hydrocarbon receptor nuclear translocator like,protein-coding gene,gene with protein product,11p15,Basic helix-loop-helix proteins,420,11,p,15,,,,
3733,4223,HGNC:7014,mesenchyme homeobox 2,protein-coding gene,gene with protein product,7p22.1-p21.3,HOXL subclass homeoboxes,518,7,p,22,1,p,21,3
3734,4329,HGNC:7179,aldehyde dehydrogenase 6 family member A1,protein-coding gene,gene with protein product,14q24.3,Aldehyde dehydrogenases,398,14,q,24,3,,,
3735,4691,HGNC:7667,nucleolin,protein-coding gene,gene with protein product,2q37.1,RNA binding motif containing|DNA helicases,725|1167,2,q,37,1,,,
3736,4734,HGNC:7727,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase",protein-coding gene,gene with protein product,15q,,,15,q,,,,,
3737,5166,HGNC:8812,pyruvate dehydrogenase kinase 4,protein-coding gene,gene with protein product,7q21.3-q22.1,,,7,q,21,3,q,22,1
3738,5209,HGNC:8874,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",protein-coding gene,gene with protein product,10p15.1,"6-phosphofructo-2-kinases/fructose-2,6-biphosphatases",1077,10,p,15,1,,,
3739,5213,HGNC:8877,"phosphofructokinase, muscle",protein-coding gene,gene with protein product,12q13.11,Protein phosphatase 1 regulatory subunits,694,12,q,13,11,,,
3740,5236,HGNC:8905,phosphoglucomutase 1,protein-coding gene,gene with protein product,1p22.1,,,1,p,22,1,,,
3741,54738,HGNC:18562,"FEV, ETS transcription factor",protein-coding gene,gene with protein product,2q36,ETS transcription factor family,534,2,q,36,,,,
3742,5495,HGNC:9276,"protein phosphatase, Mg2+/Mn2+ dependent 1B",protein-coding gene,gene with protein product,2p22.1,"Protein phosphatases, Mg2+/Mn2+ dependent",701,2,p,22,1,,,
