Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id
64218,HGNC:10729,semaphorin 4A,protein-coding gene,gene with protein product,1q22,Semaphorins,736
7274,HGNC:12404,tocopherol (alpha) transfer protein,protein-coding gene,gene with protein product,8q12.3,,
7275,HGNC:12406,tubby bipartite transcription factor,protein-coding gene,gene with protein product,11p15.5,,
7287,HGNC:12423,tubby like protein 1,protein-coding gene,gene with protein product,6p21.3,,
7399,HGNC:12601,"Usher syndrome 2A (autosomal recessive, mild)",protein-coding gene,gene with protein product,1q41,Fibronectin type III domain containing,555
7401,HGNC:12605,clarin 1,protein-coding gene,gene with protein product,3q25.1,,
7439,HGNC:12703,bestrophin 1,protein-coding gene,gene with protein product,11q12,Bestrophins,866
762,HGNC:1375,carbonic anhydrase 4,protein-coding gene,gene with protein product,17q23.1,Carbonic anhydrases,460
768206,HGNC:32528,progressive rod-cone degeneration,protein-coding gene,gene with protein product,17q25.1,,
79797,HGNC:20041,zinc finger protein 408,protein-coding gene,gene with protein product,11p11.2,Zinc fingers C2H2-type|PR domain family,28|1197
79947,HGNC:20603,dehydrodolichyl diphosphate synthase subunit,protein-coding gene,gene with protein product,1p35.3,,
80025,HGNC:15894,pantothenate kinase 2,protein-coding gene,gene with protein product,20p13,,
84100,HGNC:13210,ADP ribosylation factor like GTPase 6,protein-coding gene,gene with protein product,3q11.2,ARF GTPase family|Bardet-Biedl syndrome associated,357|980
84140,HGNC:25808,family with sequence similarity 161 member A,protein-coding gene,gene with protein product,2p15,,
8481,HGNC:2567,oral-facial-digital syndrome 1,protein-coding gene,gene with protein product,Xp22,,
9094,HGNC:12565,unc-119 lipid binding chaperone,protein-coding gene,gene with protein product,17q11.2,,
9129,HGNC:17348,pre-mRNA processing factor 3,protein-coding gene,gene with protein product,1q21.1,,
92211,HGNC:14550,cadherin related family member 1,protein-coding gene,gene with protein product,10q23.1,Cadherin-related,24
94137,HGNC:15946,retinitis pigmentosa 1-like 1,protein-coding gene,gene with protein product,8p23.1,,
9742,HGNC:29077,intraflagellar transport 140,protein-coding gene,gene with protein product,16p13.3,WD repeat domain containing|Intraflagellar transport proteins,362|615
113278,HGNC:16187,solute carrier family 52 member 3,protein-coding gene,gene with protein product,20p13,Solute carriers,752
116,HGNC:241,adenylate cyclase activating polypeptide 1,protein-coding gene,gene with protein product,18p11,Endogenous ligands,542
120114,HGNC:23112,FAT atypical cadherin 3,protein-coding gene,gene with protein product,11q14.3,Cadherin-related,24
1381,HGNC:2338,cellular retinoic acid binding protein 1,protein-coding gene,gene with protein product,15q24,Fatty acid binding protein family,550
1476,HGNC:2482,cystatin B,protein-coding gene,gene with protein product,21q22.3,"Cystatins, type 1",966
2196,HGNC:3596,FAT atypical cadherin 2,protein-coding gene,gene with protein product,5q33.1,Cadherin-related,24
2280,HGNC:3711,FK506 binding protein 1A,protein-coding gene,gene with protein product,20p13,FKBP prolyl isomerases,910
25800,HGNC:18607,solute carrier family 39 member 6,protein-coding gene,gene with protein product,18q12.2,Solute carriers,752
2665,HGNC:4227,GDP dissociation inhibitor 2,protein-coding gene,gene with protein product,10p15,,
3146,HGNC:4983,high mobility group box 1,protein-coding gene,gene with protein product,13q12,Canonical high mobility group,511
340061,HGNC:27962,transmembrane protein 173,protein-coding gene,gene with protein product,5q31.2,,
378938,HGNC:29665,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),non-coding RNA,"RNA, long non-coding",11q13.1,Long non-coding RNAs,788
3860,HGNC:6415,keratin 13,protein-coding gene,gene with protein product,17q21.2,"Keratins, type I",608
3880,HGNC:6436,keratin 19,protein-coding gene,gene with protein product,17q21.2,"Keratins, type I",608
406999,HGNC:31594,microRNA 217,non-coding RNA,"RNA, micro",2p16.1,MicroRNAs,476
4085,HGNC:6763,MAD2 mitotic arrest deficient-like 1 (yeast),protein-coding gene,gene with protein product,4q27,,
482,HGNC:805,ATPase Na+/K+ transporting subunit beta 2,protein-coding gene,gene with protein product,17p13.1,ATPase Na+/K+ transporting subunits,1208
494335,HGNC:31880,microRNA 423,non-coding RNA,"RNA, micro",17q11.2,MicroRNAs,476
5052,HGNC:9352,peroxiredoxin 1,protein-coding gene,gene with protein product,1p34.1,Peroxiredoxins,953
5216,HGNC:8881,profilin 1,protein-coding gene,gene with protein product,17p13.2,,
645,HGNC:1063,biliverdin reductase B,protein-coding gene,gene with protein product,19q13.1-q13.2,Short chain dehydrogenase/reductase superfamily,743
6657,HGNC:11195,SRY-box 2,protein-coding gene,gene with protein product,3q26.33,SRY (sex determining region Y)-boxes,757
7169,HGNC:12011,tropomyosin 2 (beta),protein-coding gene,gene with protein product,9p13,Tropomyosins,777
8342,HGNC:4750,"histone cluster 1, H2bm",protein-coding gene,gene with protein product,6p22.1,Histones,864
84817,HGNC:28218,thioredoxin domain containing 17,protein-coding gene,gene with protein product,17p13.2,,
84962,HGNC:20250,ajuba LIM protein,protein-coding gene,gene with protein product,14q11.2,LIM domain containing,1218
1409,HGNC:2388,crystallin alpha A,protein-coding gene,gene with protein product,21q22.3,Small heat shock proteins,585
1415,HGNC:2398,crystallin beta B2,protein-coding gene,gene with protein product,22q11.23,,
2091,HGNC:3599,fibrillarin,protein-coding gene,gene with protein product,19q13.1,,
2157,HGNC:3546,coagulation factor VIII,protein-coding gene,gene with protein product,Xq28,,
3263,HGNC:5171,hemopexin,protein-coding gene,gene with protein product,11p15.5-p15.4,,
5196,HGNC:8861,platelet factor 4,protein-coding gene,gene with protein product,4q12-q21,,
54414,HGNC:18187,sialic acid acetylesterase,protein-coding gene,gene with protein product,11q24,,
57379,HGNC:13203,activation-induced cytidine deaminase,protein-coding gene,gene with protein product,12p13,Apolipoprotein B mRNA editing enzyme catalytic subunits,406
5913,HGNC:9863,receptor associated protein of the synapse,protein-coding gene,gene with protein product,11p11.2,Ring finger proteins,58
7293,HGNC:11918,tumor necrosis factor receptor superfamily member 4,protein-coding gene,gene with protein product,1p36,CD molecules|Tumor necrosis factor receptor superfamily,471|782
4645,HGNC:7603,myosin VB,protein-coding gene,gene with protein product,18q,"Myosins, class V",1100
5697,HGNC:9748,peptide YY,protein-coding gene,gene with protein product,17q21.1,Endogenous ligands,542
6550,HGNC:11073,solute carrier family 9 member A3,protein-coding gene,gene with protein product,5p15.3,Solute carriers,752
1000,HGNC:1759,cadherin 2,protein-coding gene,gene with protein product,18q12.1,CD molecules|Type I classical cadherins,471|1185
10462,HGNC:16916,C-type lectin domain family 10 member A,protein-coding gene,gene with protein product,17p13.2,CD molecules|C-type lectin domain family,471|494
10611,HGNC:17468,PDZ and LIM domain 5,protein-coding gene,gene with protein product,4q22,LIM domain containing|PDZ domain containing,1218|1220
1075,HGNC:2528,cathepsin C,protein-coding gene,gene with protein product,11q14.2,Cathepsins,470
10959,HGNC:16996,transmembrane p24 trafficking protein 2,protein-coding gene,gene with protein product,12q24.31,Transmembrane p24 trafficking proteins,1064
10965,HGNC:18431,acyl-CoA thioesterase 2,protein-coding gene,gene with protein product,14q24.3,Acyl-CoA thioesterases,41
1326,HGNC:6860,mitogen-activated protein kinase kinase kinase 8,protein-coding gene,gene with protein product,10p11.2,Mitogen-activated protein kinase kinase kinases,654
1329,HGNC:2269,cytochrome c oxidase subunit 5B,protein-coding gene,gene with protein product,2q11.2,Mitochondrial complex IV: cytochrome c oxidase subunits,643
1398,HGNC:2362,v-crk avian sarcoma virus CT10 oncogene homolog,protein-coding gene,gene with protein product,17p13,SH2 domain containing,741
1432,HGNC:6876,mitogen-activated protein kinase 14,protein-coding gene,gene with protein product,6p21.3-p21.2,Mitogen-activated protein kinases,651
166,HGNC:307,amino-terminal enhancer of split,protein-coding gene,gene with protein product,19p13.3,,
1737,HGNC:2896,dihydrolipoamide S-acetyltransferase,protein-coding gene,gene with protein product,11q23.1,,
201475,HGNC:31332,"RAB12, member RAS oncogene family",protein-coding gene,gene with protein product,18p11.22,"RAB, member RAS oncogene GTPases",388
2029,HGNC:3360,endosulfine alpha,protein-coding gene,gene with protein product,1q21.3,,
203,HGNC:361,adenylate kinase 1,protein-coding gene,gene with protein product,9q34.1,Adenylate kinases,356
2150,HGNC:3538,F2R like trypsin receptor 1,protein-coding gene,gene with protein product,5q13,F2R receptors,219
22919,HGNC:6890,microtubule associated protein RP/EB family member 1,protein-coding gene,gene with protein product,20q11.1-q11.3,,
2634,HGNC:4183,guanylate binding protein 2,protein-coding gene,gene with protein product,1p22.2,,
2710,HGNC:4289,glycerol kinase,protein-coding gene,gene with protein product,Xp21.3,Glycerol kinases,568
2768,HGNC:4380,G protein subunit alpha 12,protein-coding gene,gene with protein product,7p22.3,,
28984,HGNC:20369,regulator of cell cycle,protein-coding gene,gene with protein product,13q14.11,,
2946,HGNC:4634,glutathione S-transferase mu 2 (muscle),protein-coding gene,gene with protein product,1p13.3,Glutathione S-transferases,567
3030,HGNC:4801,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",protein-coding gene,gene with protein product,2p23,,
3097,HGNC:4921,human immunodeficiency virus type I enhancer binding protein 2,protein-coding gene,gene with protein product,6q23-q24,Zinc fingers C2H2-type,28
3098,HGNC:4922,hexokinase 1,protein-coding gene,gene with protein product,10q22,,
3099,HGNC:4923,hexokinase 2,protein-coding gene,gene with protein product,2p13,,
3158,HGNC:5008,3-hydroxy-3-methylglutaryl-CoA synthase 2,protein-coding gene,gene with protein product,1p13-p12,,
3164,HGNC:7980,nuclear receptor subfamily 4 group A member 1,protein-coding gene,gene with protein product,12q13,Nuclear hormone receptors,71
3306,HGNC:5235,heat shock protein family A (Hsp70) member 2,protein-coding gene,gene with protein product,14q23,Heat shock 70kDa proteins,583
334,HGNC:598,amyloid beta precursor like protein 2,protein-coding gene,gene with protein product,11q24,,
389,HGNC:669,ras homolog family member C,protein-coding gene,gene with protein product,1p13.1,Rho family GTPases,390
406,HGNC:701,aryl hydrocarbon receptor nuclear translocator like,protein-coding gene,gene with protein product,11p15,Basic helix-loop-helix proteins,420
4223,HGNC:7014,mesenchyme homeobox 2,protein-coding gene,gene with protein product,7p22.1-p21.3,HOXL subclass homeoboxes,518
4329,HGNC:7179,aldehyde dehydrogenase 6 family member A1,protein-coding gene,gene with protein product,14q24.3,Aldehyde dehydrogenases,398
4691,HGNC:7667,nucleolin,protein-coding gene,gene with protein product,2q37.1,RNA binding motif containing|DNA helicases,725|1167
4734,HGNC:7727,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase",protein-coding gene,gene with protein product,15q,,
5166,HGNC:8812,pyruvate dehydrogenase kinase 4,protein-coding gene,gene with protein product,7q21.3-q22.1,,
5209,HGNC:8874,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",protein-coding gene,gene with protein product,10p15.1,"6-phosphofructo-2-kinases/fructose-2,6-biphosphatases",1077
5213,HGNC:8877,"phosphofructokinase, muscle",protein-coding gene,gene with protein product,12q13.11,Protein phosphatase 1 regulatory subunits,694
5236,HGNC:8905,phosphoglucomutase 1,protein-coding gene,gene with protein product,1p22.1,,
54738,HGNC:18562,"FEV, ETS transcription factor",protein-coding gene,gene with protein product,2q36,ETS transcription factor family,534
5495,HGNC:9276,"protein phosphatase, Mg2+/Mn2+ dependent 1B",protein-coding gene,gene with protein product,2p22.1,"Protein phosphatases, Mg2+/Mn2+ dependent",701
5515,HGNC:9299,protein phosphatase 2 catalytic subunit alpha,protein-coding gene,gene with protein product,5q31.1,Protein phosphatase catalytic subunits,693
5534,HGNC:9317,"protein phosphatase 3 regulatory subunit B, alpha",protein-coding gene,gene with protein product,2p14,Protein phosphatase 3 regulatory subunits|EF-hand domain containing,697|863
5693,HGNC:9542,proteasome subunit beta 5,protein-coding gene,gene with protein product,14q11.2,Proteasome,690
5786,HGNC:9664,"protein tyrosine phosphatase, receptor type A",protein-coding gene,gene with protein product,20p13,"Protein tyrosine phosphatases, receptor type",813
5868,HGNC:9783,"RAB5A, member RAS oncogene family",protein-coding gene,gene with protein product,3p24.3,"RAB, member RAS oncogene GTPases",388
60674,HGNC:16355,growth arrest specific 5 (non-protein coding),non-coding RNA,"RNA, long non-coding",1q25.1,Long non-coding RNAs,788
6139,HGNC:10307,ribosomal protein L17,protein-coding gene,gene with protein product,18q21,L ribosomal proteins,729
6252,HGNC:10467,reticulon 1,protein-coding gene,gene with protein product,14q21-q22,,
6533,HGNC:11052,solute carrier family 6 member 6,protein-coding gene,gene with protein product,3p25.1,Solute carriers,752
6546,HGNC:11068,solute carrier family 8 member A1,protein-coding gene,gene with protein product,2p22.1,Solute carriers,752
6890,HGNC:43,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",protein-coding gene,gene with protein product,6p21.3,ATP binding cassette subfamily B,806
6935,HGNC:11642,zinc finger E-box binding homeobox 1,protein-coding gene,gene with protein product,10p11.22,Zinc fingers C2H2-type|ZF class homeoboxes and pseudogenes,28|529
7357,HGNC:12524,UDP-glucose ceramide glucosyltransferase,protein-coding gene,gene with protein product,9q31,UDP-glucose ceramide glucosyltransferases,450
7386,HGNC:12587,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",protein-coding gene,gene with protein product,19q12,Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits,642
7846,HGNC:20766,tubulin alpha 1a,protein-coding gene,gene with protein product,12q13.12,Tubulins,778
7879,HGNC:9788,"RAB7A, member RAS oncogene family",protein-coding gene,gene with protein product,3q21,"RAB, member RAS oncogene GTPases",388
79924,HGNC:28898,adrenomedullin 2,protein-coding gene,gene with protein product,22q13.33,Endogenous ligands,542
81876,HGNC:18370,"RAB1B, member RAS oncogene family",protein-coding gene,gene with protein product,11q13.1,"RAB, member RAS oncogene GTPases",388
821,HGNC:1473,calnexin,protein-coding gene,gene with protein product,5q35,,
83939,HGNC:3254,eukaryotic translation initiation factor 2A,protein-coding gene,gene with protein product,3q25.1,,
